user_id,user_win_rate,user_lose_rate,user_draw_rate,user_game_count,user_blitz_rating,user_rating_bin,op_id,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,user_rating_deviation,user_blitz_total_games,user_best_win_1,user_best_win_2,user_best_win_3,op_rating_deviation,op_blitz_total_games,op_best_win_1,op_best_win_2,op_best_win_3,user_white_win_rate,user_white_lose_rate,user_white_draw_rate,user_white_game_count,user_black_win_rate,user_black_lose_rate,user_black_draw_rate,user_black_game_count,user_top_eco,user_second_eco,user_top_winrate_eco,user_second_winrate_eco,user_mate_winrate,user_resign_winrate,user_time_winrate,user_mate_lossrate,user_resign_lossrate,user_time_lossrate,user_average_game_len,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len,is_blitz
i1312,57.0,40.0,2.0,100.0,1366.0,1360-1379,Birdnest-on-my-rook,1,51.0,46.0,3.0,100.0,1361.0,45.03,9060.0,1649.0,1644.0,1634.0,45.03,4831.0,1649.0,1623.0,1597.0,44.262,49.18,6.557,61.0,48.438,51.562,0.0,64.0,C00,C02,B28,C11,0.172,0.586,0.241,0.159,0.698,0.143,528.0,53.226,46.774,0.0,62.0,41.27,53.968,4.762,63.0,C50,D00,C25,D04,0.271,0.492,0.22,0.222,0.73,0.048,514.0,1
OscarFG,47.0,45.0,8.0,100.0,2137.0,2120-2139,Mikael2311,-1,53.0,38.0,9.0,100.0,2213.0,47.87,1107.0,2443.0,2403.0,2370.0,45.05,7159.0,2398.0,2360.0,2357.0,56.452,30.645,12.903,62.0,34.921,61.905,3.175,63.0,B27,B23,E05,B84,0.175,0.509,0.298,0.155,0.793,0.052,389.0,59.016,36.066,4.918,61.0,46.875,39.062,14.062,64.0,B32,A45,D45,A57,0.182,0.606,0.212,0.17,0.447,0.383,410.0,1
Tony0g7,41.0,54.0,5.0,100.0,1435.0,1420-1439,Benedikt1709,-1,43.0,45.0,12.0,100.0,1405.0,77.28,6292.0,1704.0,1602.0,1602.0,45.03,4633.0,1657.0,1620.0,1597.0,44.444,49.206,6.349,63.0,40.323,58.065,1.613,62.0,C40,C22,D38,B40,0.151,0.453,0.264,0.328,0.328,0.254,249.0,48.333,43.333,8.333,60.0,46.154,44.615,9.231,65.0,D00,A40,B07,C34,0.373,0.271,0.203,0.491,0.182,0.291,247.0,1
komone_komote,31.0,66.0,3.0,100.0,1251.0,1240-1259,Nurlan8989,1,52.0,45.0,3.0,100.0,1193.0,45.4,268.0,1557.0,1529.0,1525.0,45.21,491.0,1487.0,1424.0,1411.0,46.032,47.619,6.349,63.0,38.71,56.452,4.839,62.0,A40,D20,A16,D32,0.321,0.453,0.208,0.092,0.831,0.077,362.0,56.452,43.548,0.0,62.0,52.381,46.032,1.587,63.0,C50,C44,C11,C00,0.368,0.5,0.074,0.054,0.661,0.161,271.0,1
danielsalvalaio,49.0,46.0,5.0,100.0,1499.0,1480-1499,vraj73,1,52.0,47.0,1.0,100.0,1594.0,47.58,3244.0,1755.0,1714.0,1661.0,45.06,13779.0,1786.0,1774.0,1772.0,49.206,46.032,4.762,63.0,48.387,50.0,1.613,62.0,D02,A40,D78,B34,0.213,0.639,0.115,0.15,0.567,0.1,299.0,46.032,50.794,3.175,63.0,51.613,46.774,1.613,62.0,B12,B10,A34,B23,0.41,0.459,0.082,0.098,0.754,0.131,316.0,1
Secretaccount2110,46.0,36.0,18.0,100.0,1463.0,1460-1479,rohitkp_234,0,38.0,52.0,10.0,100.0,747.0,45.17,166.0,1790.0,1663.0,1653.0,49.37,131.0,1318.0,1018.0,956.0,60.0,26.667,13.333,60.0,52.308,38.462,9.231,65.0,A20,A10,C30,A13,0.6,0.214,0.143,0.195,0.756,0.049,318.0,41.667,53.333,5.0,60.0,27.692,58.462,13.846,65.0,C20,C42,C68,A05,0.558,0.209,0.163,0.729,0.171,0.071,324.0,1
Alejo_castariza,45.0,50.0,5.0,60.0,1742.0,1740-1759,grossedrangsalkam,1,49.0,46.0,5.0,100.0,1516.0,66.78,544.0,2102.0,2088.0,1994.0,45.07,4928.0,1797.0,1793.0,1787.0,44.444,55.556,0.0,63.0,50.0,46.774,3.226,62.0,B01,D01,A04,D52,0.322,0.525,0.153,0.688,0.203,0.094,395.0,50.794,44.444,4.762,63.0,41.935,58.065,0.0,62.0,B01,A06,C23,B50,0.31,0.569,0.121,0.344,0.281,0.312,374.0,1
javimaufermu,57.0,36.0,5.0,57.0,2070.0,2060-2079,Chernobrovin,1,41.0,54.0,5.0,100.0,1913.0,45.17,9136.0,2402.0,2386.0,2294.0,45.02,61006.0,2407.0,2353.0,2333.0,43.548,53.226,3.226,62.0,46.032,49.206,4.762,63.0,B06,A01,E61,B43,0.304,0.429,0.25,0.328,0.344,0.328,270.0,50.0,46.774,3.226,62.0,53.968,41.27,4.762,63.0,B32,B30,A08,C29,0.154,0.538,0.277,0.055,0.909,0.036,204.0,1
larastar,37.0,62.0,0.0,24.0,1356.0,1340-1359,FrozenFractals,1,0.0,0.0,100.0,3.0,1500.0,79.52,349.0,1825.0,1796.0,1793.0,500.0,20.0,0.0,0.0,0.0,28.889,64.444,6.667,45.0,32.5,60.0,7.5,80.0,C00,C02,B07,D41,0.41,0.436,0.154,0.143,0.753,0.104,492.0,20.0,70.0,10.0,10.0,20.0,70.0,10.0,10.0,A00,B00,A17,A40,0.5,0.5,0.0,0.714,0.214,0.071,487.0,0
bosco44,51.0,44.0,5.0,100.0,1918.0,1900-1919,Sajaldas,-1,55.0,42.0,3.0,100.0,2031.0,45.05,4166.0,2249.0,2088.0,2078.0,45.33,3031.0,2497.0,2449.0,2426.0,42.857,47.619,9.524,63.0,46.774,48.387,4.839,62.0,A40,B50,A00,B07,0.214,0.5,0.286,0.2,0.75,0.05,400.0,46.875,46.875,6.25,64.0,47.541,47.541,4.918,61.0,C56,C50,B30,A56,0.186,0.593,0.22,0.254,0.492,0.237,432.0,1
mariozivovic,40.0,60.0,0.0,45.0,1865.0,1860-1879,Ekliptik39,-1,,,,,1634.0,91.42,619.0,1968.0,1965.0,1958.0,364.21,4.0,0.0,0.0,0.0,52.459,44.262,3.279,61.0,57.812,39.062,3.125,64.0,D00,C42,D39,A42,0.246,0.565,0.174,0.462,0.365,0.135,393.0,100.0,0.0,0.0,1.0,100.0,0.0,0.0,3.0,C00,A00,C00,A00,0.5,0.5,0.0,0.0,0.0,0.0,362.0,0
vuksmart7,48.0,45.0,7.0,100.0,1889.0,1880-1899,joachimszuflita,0,55.0,39.0,6.0,100.0,1896.0,45.17,6948.0,2222.0,2207.0,2187.0,47.25,2208.0,1972.0,1960.0,1956.0,52.381,44.444,3.175,63.0,46.774,40.323,12.903,62.0,B22,C50,B00,C41,0.274,0.597,0.113,0.094,0.698,0.208,366.0,55.556,41.27,3.175,63.0,48.387,41.935,9.677,62.0,C21,C00,B12,A17,0.277,0.508,0.215,0.173,0.788,0.038,351.0,1
Lirzad,38.0,53.0,7.0,39.0,1477.0,1460-1479,Maxim1966,-1,0.0,100.0,0.0,3.0,1497.0,50.44,106.0,1668.0,1552.0,1521.0,157.14,621.0,1834.0,1828.0,1784.0,50.847,45.763,3.39,59.0,36.17,59.574,4.255,47.0,A40,C44,A11,B00,0.362,0.34,0.234,0.291,0.473,0.218,318.0,45.902,52.459,1.639,61.0,40.625,59.375,0.0,64.0,C00,A40,A13,B02,0.333,0.519,0.093,0.157,0.3,0.543,426.0,0
tb4win,41.0,55.0,4.0,100.0,1727.0,1720-1739,sphinx99,1,46.0,50.0,4.0,100.0,1674.0,45.22,6857.0,2337.0,2319.0,2278.0,45.22,24403.0,2006.0,1985.0,1973.0,45.161,50.0,4.839,62.0,47.619,42.857,9.524,63.0,A40,B13,A43,D06,0.259,0.431,0.31,0.534,0.431,0.017,230.0,39.062,56.25,4.688,64.0,45.902,49.18,4.918,61.0,B00,B01,B02,A13,0.321,0.509,0.151,0.076,0.394,0.515,261.0,1
hiskia_daimari,45.0,53.0,2.0,100.0,1358.0,1340-1359,shalaika,1,47.0,47.0,6.0,100.0,1375.0,50.54,722.0,1464.0,1450.0,1442.0,45.12,3511.0,1572.0,1551.0,1549.0,62.5,34.375,3.125,64.0,45.902,54.098,0.0,61.0,C50,D00,C23,C26,0.338,0.5,0.132,0.145,0.455,0.327,486.0,48.387,48.387,3.226,62.0,46.032,49.206,4.762,63.0,C22,C44,C02,C55,0.339,0.475,0.169,0.492,0.426,0.066,499.0,1
Natanail,41.0,55.0,3.0,87.0,1181.0,1180-1199,SudoKnight,1,,,,,1076.0,100.58,348.0,1685.0,1633.0,1554.0,220.31,7.0,0.0,0.0,0.0,57.812,37.5,4.688,64.0,40.984,54.098,4.918,61.0,B01,C50,B18,B54,0.306,0.468,0.21,0.526,0.246,0.228,380.0,33.333,66.667,0.0,3.0,25.0,75.0,0.0,4.0,C42,B00,C47,C50,0.5,0.0,0.0,0.6,0.4,0.0,200.0,0
merterimtek,41.0,55.0,4.0,100.0,1096.0,1080-1099,MatthewBecker27,0,46.0,46.0,7.0,39.0,1066.0,53.1,555.0,1475.0,1429.0,1420.0,84.91,709.0,1452.0,1411.0,1159.0,39.062,57.812,3.125,64.0,42.623,50.82,6.557,61.0,B00,C50,D20,C69,0.314,0.451,0.196,0.647,0.206,0.103,407.0,54.386,40.351,5.263,57.0,39.706,55.882,4.412,68.0,C25,B01,A01,B12,0.345,0.431,0.224,0.328,0.475,0.131,243.0,0
jibisme,66.0,33.0,0.0,9.0,1659.0,1640-1659,Markost1985,-1,78.0,14.0,7.0,42.0,1812.0,77.5,1600.0,1971.0,1884.0,1875.0,61.68,4700.0,1935.0,1924.0,1892.0,54.386,43.86,1.754,57.0,41.176,52.941,5.882,68.0,B34,B21,B00,A07,0.186,0.559,0.254,0.246,0.639,0.066,389.0,49.254,46.269,4.478,67.0,50.0,46.552,3.448,58.0,A40,C50,C54,C55,0.323,0.484,0.177,0.155,0.741,0.103,324.0,0
zacharyfeds,51.0,47.0,2.0,100.0,1864.0,1860-1879,santaklass,-1,33.0,66.0,0.0,27.0,1738.0,45.47,5789.0,2080.0,2049.0,2031.0,60.66,77.0,1975.0,1970.0,1894.0,40.625,53.125,6.25,64.0,49.18,42.623,8.197,61.0,D00,A45,C02,C27,0.214,0.518,0.232,0.317,0.25,0.417,428.0,55.0,45.0,0.0,40.0,37.838,62.162,0.0,37.0,A40,B06,A51,E30,0.25,0.528,0.222,0.146,0.585,0.268,453.0,0
PonzianiMaster,34.0,46.0,19.0,78.0,2502.0,2500-2519,Stripedgirafe,1,46.0,49.0,5.0,100.0,1871.0,80.46,8135.0,2620.0,2607.0,2593.0,45.56,2457.0,2079.0,2077.0,2073.0,55.072,30.435,14.493,69.0,48.214,44.643,7.143,56.0,A00,B06,A05,B10,0.185,0.508,0.292,0.5,0.261,0.239,405.0,54.098,42.623,3.279,61.0,42.188,56.25,1.562,64.0,B06,B01,A02,C00,0.217,0.617,0.167,0.145,0.661,0.145,222.0,1
marcos500,54.0,46.0,0.0,100.0,1626.0,1620-1639,Vyselki1960,1,39.0,56.0,5.0,100.0,1505.0,113.15,1785.0,1706.0,1669.0,1667.0,67.27,1779.0,1908.0,1892.0,1889.0,53.125,46.875,0.0,64.0,57.377,40.984,1.639,61.0,C44,C42,B46,C01,0.29,0.565,0.145,0.127,0.564,0.309,403.0,32.759,62.069,5.172,58.0,32.836,64.179,2.985,67.0,C21,C44,D35,A28,0.195,0.659,0.073,0.038,0.304,0.658,602.0,1
RamonCobo,39.0,53.0,8.0,100.0,1656.0,1640-1659,hhc8,-1,50.0,46.0,4.0,100.0,1779.0,45.0,23429.0,2245.0,2197.0,2185.0,45.11,17608.0,2064.0,1981.0,1973.0,53.226,43.548,3.226,62.0,42.857,53.968,3.175,63.0,B01,B00,C42,B50,0.167,0.583,0.233,0.164,0.672,0.148,372.0,53.968,44.444,1.587,63.0,48.387,46.774,4.839,62.0,B01,C50,B12,A06,0.25,0.625,0.109,0.035,0.649,0.316,372.0,1
alirezattavakoli,21.0,79.0,0.0,100.0,1237.0,1220-1239,slava3000,-1,,,,,1797.0,259.05,4.0,0.0,0.0,0.0,84.81,489.0,2015.0,2006.0,1980.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,3.0,B20,C20,B20,C20,0.0,0.0,0.0,0.75,0.0,0.25,168.0,38.462,55.385,6.154,65.0,51.667,41.667,6.667,60.0,B20,C23,D01,C20,0.339,0.286,0.321,0.607,0.262,0.082,272.0,0
ligu88,45.0,50.0,5.0,100.0,1447.0,1440-1459,goyitoGGM,1,51.0,48.0,1.0,100.0,1422.0,45.16,5762.0,1733.0,1695.0,1683.0,45.17,1227.0,1582.0,1553.0,1526.0,43.548,51.613,4.839,62.0,39.683,52.381,7.937,63.0,C41,C21,C70,D02,0.308,0.462,0.212,0.292,0.569,0.046,305.0,54.237,45.763,0.0,59.0,48.485,50.0,1.515,66.0,B20,B50,A01,D00,0.422,0.438,0.062,0.183,0.633,0.083,321.0,1
JPaul_6,29.0,62.0,7.0,81.0,2048.0,2040-2059,NikiPld,-1,46.0,46.0,8.0,100.0,2101.0,57.97,1687.0,2507.0,2275.0,2257.0,45.27,2737.0,2263.0,2232.0,2226.0,46.269,49.254,4.478,67.0,43.103,51.724,5.172,58.0,B01,B10,D78,C57,0.107,0.607,0.25,0.079,0.603,0.222,241.0,48.387,41.935,9.677,62.0,47.619,49.206,3.175,63.0,B06,C20,C02,E05,0.35,0.333,0.317,0.509,0.246,0.246,267.0,1
jonatan-jaguaretama,54.0,45.0,0.0,33.0,1956.0,1940-1959,timo219300,1,,,,,2205.0,46.78,14433.0,2509.0,2501.0,2479.0,48.11,2139.0,2323.0,2286.0,2265.0,55.0,43.333,1.667,60.0,36.923,56.923,6.154,65.0,B21,D00,B06,B15,0.368,0.386,0.211,0.238,0.333,0.429,230.0,53.03,43.939,3.03,66.0,61.017,37.288,1.695,59.0,B01,C00,A00,A02,0.099,0.535,0.352,0.118,0.647,0.216,261.0,0
rajupagla,49.0,50.0,1.0,100.0,1216.0,1200-1219,KennedyJamuJr,0,41.0,54.0,5.0,100.0,1281.0,45.56,2725.0,1623.0,1617.0,1605.0,46.84,812.0,1611.0,1604.0,1594.0,43.548,51.613,4.839,62.0,46.032,50.794,3.175,63.0,A04,A07,D21,B13,0.411,0.536,0.036,0.141,0.625,0.172,313.0,46.774,43.548,9.677,62.0,41.27,57.143,1.587,63.0,D02,C50,B10,D06,0.309,0.582,0.073,0.175,0.524,0.048,346.0,1
V_GAL,56.0,42.0,2.0,100.0,2068.0,2060-2079,Anabus0506,1,51.0,45.0,4.0,100.0,2067.0,87.37,4755.0,2370.0,2327.0,2255.0,100.85,2403.0,2193.0,2152.0,2141.0,66.667,28.788,4.545,66.0,42.373,55.932,1.695,59.0,B23,C50,A16,C66,0.145,0.464,0.391,0.096,0.538,0.365,306.0,57.143,41.27,1.587,63.0,43.548,51.613,4.839,62.0,B30,A04,B13,B31,0.079,0.651,0.27,0.086,0.69,0.086,339.0,1
Marijuana000,48.0,51.0,1.0,100.0,1237.0,1220-1239,Flayvos777,-1,51.0,43.0,6.0,100.0,1244.0,45.43,1375.0,1685.0,1429.0,1422.0,45.02,1902.0,1773.0,1503.0,1414.0,38.462,61.538,0.0,65.0,51.667,46.667,1.667,60.0,A10,A21,D01,D32,0.411,0.339,0.179,0.162,0.353,0.412,282.0,60.317,34.921,4.762,63.0,45.161,50.0,4.839,62.0,A40,D02,B13,C46,0.364,0.364,0.212,0.358,0.547,0.094,220.0,1
JohnJonzee,41.0,58.0,0.0,93.0,1321.0,1320-1339,AEKMURDER,1,51.0,38.0,11.0,100.0,1360.0,45.07,429.0,1515.0,1494.0,1462.0,45.02,757.0,1471.0,1460.0,1447.0,54.098,40.984,4.918,61.0,53.125,45.312,1.562,64.0,C50,A40,A05,C58,0.328,0.418,0.254,0.5,0.481,0.019,280.0,44.444,50.794,4.762,63.0,51.613,45.161,3.226,62.0,B01,C22,A00,B06,0.183,0.533,0.25,0.467,0.383,0.083,319.0,1
LWalden,20.0,80.0,0.0,30.0,1192.0,1180-1199,FreeRedEagle,-1,,,,,1367.0,55.07,84.0,1639.0,1610.0,1562.0,126.54,28.0,1551.0,1508.0,1478.0,35.714,64.286,0.0,42.0,40.476,54.762,4.762,42.0,B10,C42,D07,A00,0.25,0.344,0.312,0.28,0.08,0.64,369.0,30.769,53.846,15.385,13.0,40.0,60.0,0.0,15.0,C44,B00,C56,A45,0.2,0.6,0.2,0.188,0.688,0.062,453.0,0
Almeidaking,46.0,52.0,2.0,100.0,1423.0,1420-1439,LUBERT23,-1,51.0,46.0,3.0,100.0,1483.0,45.33,8089.0,2322.0,2247.0,2186.0,45.0,3564.0,1647.0,1619.0,1613.0,42.373,55.932,1.695,59.0,43.939,54.545,1.515,66.0,B06,A40,C45,A00,0.278,0.556,0.167,0.13,0.594,0.275,380.0,51.613,41.935,6.452,62.0,53.968,42.857,3.175,63.0,B01,C23,D06,C01,0.258,0.5,0.197,0.17,0.17,0.642,398.0,1
alhazie007,57.0,38.0,4.0,100.0,1686.0,1680-1699,andiandika,-1,55.0,42.0,3.0,100.0,1797.0,45.5,26847.0,2373.0,2335.0,2253.0,46.67,239.0,1941.0,1938.0,1903.0,53.968,46.032,0.0,63.0,46.774,50.0,3.226,62.0,C00,A40,A04,A45,0.19,0.429,0.333,0.55,0.2,0.133,240.0,52.459,44.262,3.279,61.0,57.812,40.625,1.562,64.0,A40,C41,C26,E61,0.188,0.377,0.304,0.415,0.132,0.226,261.0,1
BARROS30,45.0,50.0,5.0,100.0,1824.0,1820-1839,mrsafari1969,1,47.0,49.0,4.0,100.0,1851.0,46.44,471.0,2001.0,1993.0,1949.0,45.04,21168.0,2192.0,2188.0,2185.0,50.794,41.27,7.937,63.0,56.452,41.935,1.613,62.0,D02,B28,A30,B32,0.284,0.448,0.254,0.25,0.654,0.096,414.0,45.161,53.226,1.613,62.0,49.206,47.619,3.175,63.0,C50,B01,B12,B00,0.22,0.525,0.22,0.381,0.317,0.302,379.0,1
Dabiz64,51.0,46.0,3.0,100.0,1720.0,1700-1719,Jailos,1,50.0,44.0,6.0,100.0,1773.0,45.04,9513.0,1913.0,1908.0,1901.0,45.89,5407.0,1930.0,1922.0,1922.0,46.774,50.0,3.226,62.0,47.619,46.032,6.349,63.0,A40,D02,C01,B78,0.254,0.424,0.322,0.167,0.717,0.117,232.0,48.387,43.548,8.065,62.0,46.032,49.206,4.762,63.0,C23,C00,A01,C24,0.254,0.39,0.339,0.172,0.638,0.19,236.0,1
masuchess,45.0,53.0,2.0,100.0,1230.0,1220-1239,taheriiiiiiuuuuui,-1,43.0,51.0,6.0,100.0,1263.0,45.05,1983.0,1542.0,1459.0,1435.0,45.66,152.0,1391.0,1371.0,1370.0,50.0,50.0,0.0,64.0,50.82,44.262,4.918,61.0,C50,B50,C01,B07,0.254,0.556,0.143,0.136,0.661,0.203,336.0,49.18,45.902,4.918,61.0,35.938,57.812,6.25,64.0,D00,A40,C22,A43,0.208,0.453,0.34,0.908,0.031,0.031,364.0,1
Mark_S_Ingcad,50.0,50.0,0.0,6.0,2165.0,2160-2179,Kokomuci,-1,,,,,2112.0,45.14,3449.0,2603.0,2601.0,2552.0,124.29,766.0,2270.0,2246.0,2234.0,54.839,41.935,3.226,62.0,39.683,50.794,9.524,63.0,B01,A46,E32,A43,0.153,0.576,0.237,0.121,0.552,0.259,244.0,57.812,37.5,4.688,64.0,42.623,54.098,3.279,61.0,C50,B01,D06,B02,0.143,0.571,0.27,0.421,0.368,0.193,243.0,0
goskov,46.0,47.0,7.0,100.0,1864.0,1860-1879,SARLAHI,-1,51.0,47.0,2.0,100.0,1833.0,45.23,2339.0,2062.0,2050.0,2040.0,45.14,3290.0,2227.0,2165.0,2160.0,51.613,40.323,8.065,62.0,36.508,52.381,11.111,63.0,B50,A45,B35,C41,0.055,0.618,0.309,0.19,0.638,0.138,616.0,66.129,32.258,1.613,62.0,33.333,63.492,3.175,63.0,C00,C30,B02,C26,0.306,0.548,0.129,0.083,0.217,0.65,456.0,1
Mayank0801,38.0,38.0,22.0,54.0,1150.0,1140-1159,amirh198,1,,,,,1491.0,111.53,100.0,1232.0,1215.0,1199.0,71.18,2902.0,1567.0,1550.0,1549.0,49.02,45.098,5.882,51.0,57.143,36.735,6.122,49.0,C46,B20,B70,B21,0.245,0.472,0.189,0.683,0.268,0.024,338.0,41.27,52.381,6.349,63.0,62.903,35.484,1.613,62.0,C20,C41,C00,C46,0.262,0.4,0.338,0.382,0.455,0.055,362.0,0
sukmibeautiful,50.0,50.0,0.0,6.0,1551.0,1540-1559,retadorV,-1,,,,,1238.0,86.51,108.0,1588.0,1569.0,1558.0,301.51,61.0,0.0,0.0,0.0,50.0,46.667,3.333,60.0,53.061,44.898,2.041,49.0,C54,C50,A02,C66,0.286,0.554,0.143,0.46,0.28,0.26,345.0,18.75,75.0,6.25,32.0,17.241,82.759,0.0,29.0,B01,C02,A46,A01,1.0,0.0,0.0,0.25,0.646,0.104,226.0,0
Evgeniy4169,100.0,0.0,0.0,3.0,1878.0,1860-1879,ElchinRassia,-1,45.0,53.0,2.0,100.0,1773.0,45.08,390.0,2069.0,2021.0,1976.0,45.27,4271.0,2046.0,1966.0,1963.0,41.935,50.0,8.065,62.0,36.508,61.905,1.587,63.0,A40,C50,A22,B50,0.204,0.51,0.286,0.257,0.271,0.386,262.0,42.623,57.377,0.0,61.0,54.688,43.75,1.562,64.0,A10,A20,B21,A04,0.246,0.541,0.197,0.19,0.746,0.063,219.0,1
KraLaz61,45.0,50.0,5.0,100.0,1397.0,1380-1399,theJumpingbishop,1,43.0,52.0,5.0,100.0,1461.0,46.3,2429.0,1764.0,1672.0,1670.0,48.84,6402.0,1649.0,1648.0,1638.0,55.0,40.0,5.0,60.0,46.154,52.308,1.538,65.0,C50,C20,B45,A10,0.254,0.619,0.127,0.328,0.552,0.069,513.0,49.231,44.615,6.154,65.0,38.333,60.0,1.667,60.0,B00,D00,B12,C00,0.109,0.8,0.091,0.369,0.585,0.031,470.0,1
benlap,43.0,53.0,4.0,100.0,1210.0,1200-1219,blck_wht,1,52.0,48.0,0.0,100.0,1172.0,45.76,3680.0,1406.0,1367.0,1355.0,45.12,10387.0,1510.0,1427.0,1415.0,38.71,59.677,1.613,62.0,47.619,46.032,6.349,63.0,A04,A07,B41,B21,0.333,0.426,0.185,0.212,0.47,0.318,589.0,48.485,51.515,0.0,66.0,49.153,47.458,3.39,59.0,D02,C00,D31,A40,0.246,0.541,0.164,0.258,0.452,0.258,415.0,1
Slavacat,50.0,46.0,4.0,100.0,1515.0,1500-1519,game-sleep-repeat,-1,46.0,49.0,5.0,100.0,1534.0,45.01,14095.0,2187.0,2090.0,2048.0,45.09,173.0,1649.0,1633.0,1633.0,46.774,48.387,4.839,62.0,44.444,52.381,3.175,63.0,D00,C02,A17,B01,0.158,0.509,0.281,0.159,0.683,0.095,345.0,47.619,46.032,6.349,63.0,46.774,50.0,3.226,62.0,D00,A40,A80,C01,0.356,0.356,0.237,0.2,0.733,0.05,331.0,1
Ricjame,44.0,55.0,1.0,100.0,1309.0,1300-1319,Mysicman,-1,52.0,45.0,3.0,100.0,1326.0,45.0,9329.0,1683.0,1675.0,1642.0,47.29,652.0,1442.0,1439.0,1437.0,45.161,53.226,1.613,62.0,50.794,47.619,1.587,63.0,D00,B20,A41,A48,0.35,0.417,0.183,0.127,0.54,0.317,531.0,57.377,39.344,3.279,61.0,53.125,45.312,1.562,64.0,C44,C50,A03,C56,0.159,0.609,0.188,0.075,0.642,0.283,558.0,1
erremme,52.0,44.0,4.0,100.0,1518.0,1500-1519,neilgrose1955,1,51.0,46.0,3.0,100.0,1584.0,45.0,6232.0,1949.0,1917.0,1911.0,45.24,10560.0,1942.0,1937.0,1934.0,50.0,45.312,4.688,64.0,47.541,50.82,1.639,61.0,B00,A06,B30,B07,0.328,0.475,0.197,0.433,0.467,0.1,350.0,50.0,45.161,4.839,62.0,53.968,44.444,1.587,63.0,B00,D02,A03,C11,0.292,0.554,0.123,0.125,0.661,0.214,367.0,1
BasTienSeb,50.0,49.0,1.0,100.0,1413.0,1400-1419,daddy4455,1,64.0,34.0,2.0,100.0,1474.0,89.54,243.0,1559.0,1539.0,1523.0,45.33,1493.0,1638.0,1582.0,1574.0,55.0,43.333,1.667,60.0,55.385,44.615,0.0,65.0,D02,C02,D25,E08,0.217,0.652,0.101,0.091,0.527,0.382,452.0,59.016,39.344,1.639,61.0,50.0,43.75,6.25,64.0,B01,C50,C25,A85,0.191,0.515,0.279,0.25,0.712,0.038,311.0,1
Rathan8546,43.0,56.0,1.0,100.0,1350.0,1340-1359,volatilehammy,-1,45.0,50.0,5.0,100.0,1433.0,45.12,4795.0,1528.0,1515.0,1492.0,45.03,1391.0,1578.0,1570.0,1567.0,53.968,44.444,1.587,63.0,56.452,41.935,1.613,62.0,C50,C44,A40,C56,0.406,0.522,0.058,0.093,0.796,0.037,288.0,45.161,51.613,3.226,62.0,46.032,49.206,4.762,63.0,B40,B20,B44,B50,0.298,0.526,0.123,0.063,0.413,0.524,424.0,1
That_ClassicalPlayer,45.0,27.0,27.0,11.0,1898.0,1880-1899,Said-Tursunov,-1,47.0,46.0,7.0,100.0,2002.0,95.31,16.0,2125.0,2099.0,2077.0,45.05,10192.0,2336.0,2295.0,2289.0,71.429,14.286,14.286,7.0,55.556,22.222,22.222,9.0,D30,C57,D10,D31,0.1,0.2,0.6,0.0,0.333,0.667,652.0,59.375,34.375,6.25,64.0,44.262,50.82,4.918,61.0,D02,D30,D05,B10,0.169,0.677,0.138,0.038,0.755,0.208,632.0,1
BonumPencsis,36.0,64.0,0.0,75.0,1194.0,1180-1199,Vanya_Melnev,1,59.0,40.0,0.0,66.0,1210.0,73.09,73.0,1355.0,1329.0,1303.0,68.6,67.0,1465.0,1434.0,1247.0,46.667,50.0,3.333,30.0,39.535,60.465,0.0,43.0,C42,C34,C48,A06,0.452,0.323,0.194,0.146,0.854,0.0,263.0,58.333,41.667,0.0,36.0,41.935,51.613,6.452,31.0,C42,B00,D02,B50,0.412,0.382,0.147,0.613,0.323,0.065,233.0,0
tlomz,46.0,51.0,3.0,100.0,1780.0,1760-1779,Cooperating,-1,11.0,88.0,0.0,27.0,1869.0,49.52,6114.0,2361.0,2302.0,2302.0,58.4,1930.0,2232.0,2176.0,2149.0,41.538,56.923,1.538,65.0,53.333,43.333,3.333,60.0,C63,B22,D00,C27,0.136,0.678,0.169,0.143,0.619,0.222,601.0,53.968,46.032,0.0,63.0,43.548,50.0,6.452,62.0,C67,D35,B12,B54,0.164,0.721,0.115,0.167,0.317,0.517,614.0,0
KaiqueM,49.0,45.0,6.0,100.0,1468.0,1460-1479,egbassam,1,38.0,55.0,7.0,100.0,1553.0,45.18,1940.0,1707.0,1606.0,1591.0,64.32,687.0,1752.0,1723.0,1713.0,49.206,42.857,7.937,63.0,53.226,38.71,8.065,62.0,A20,C02,C10,D01,0.125,0.641,0.188,0.235,0.647,0.118,538.0,50.82,45.902,3.279,61.0,46.875,45.312,7.812,64.0,C41,C20,C11,C37,0.213,0.475,0.262,0.123,0.649,0.228,592.0,1
